id,alcohol_consumption,location_class,workstatus,score,divorce,widowed,education,residence_region,babies,preteen,teens,income,engagement_religion,x1,tvhours,gender,response
citzen3652,2 - 3 times a month,B,working fulltime,39,no,no,12,w. sou. central,0,0,0,$25000 or more,once a month,2,2,1,Pretty Happy
citzen3654,Occassional,D,working fulltime,49,,,16,south atlantic,0,0,0,$15000 - 19999,more thn once wk,1,,1,Very Happy
citzen3655,Once a week,A,working fulltime,37,,no,14,south atlantic,0,0,0,$20000 - 24999,every week,3,,0,Pretty Happy
citzen3657,Rarely,G,working fulltime,51,yes,no,12,south atlantic,0,1,0,$25000 or more,every week,3,3,1,Very Happy
citzen3659,Once a month,E,working fulltime,51,yes,no,12,middle atlantic,0,0,0,$25000 or more,never,3,2,0,Pretty Happy
citzen3661,Rarely,A,temp not working,41,no,no,12,south atlantic,0,2,0,,more thn once wk,2,1,1,Very Happy
citzen3663,Once a month,E,working fulltime,74,no,no,17,middle atlantic,0,0,0,$25000 or more,never,1,3,0,Very Happy
citzen3664,Rarely,A,working fulltime,75,no,no,20,middle atlantic,0,0,0,$25000 or more,never,2,1,0,Pretty Happy
citzen3665,Once a month,G,working fulltime,75,,no,19,w. sou. central,1,0,0,$25000 or more,never,2,1,0,Pretty Happy
citzen3666,Once a week,B,working fulltime,28,no,no,13,e. nor. central,1,0,0,$20000 - 24999,2-3x a month,1,2,1,Pretty Happy
citzen367,Rarely,B,working fulltime,21,,,14,foreign,0,0,0,$5000 to 5999,once a year,1,3,0,Pretty Happy
citzen3670,Occassional,A,keeping house,51,no,no,12,middle atlantic,0,0,0,$25000 or more,lt once a year,3,2,1,Very Happy
citzen3672,Never,A,"unempl, laid off",42,yes,no,16,e. nor. central,0,0,0,$10000 - 14999,never,2,0,1,Pretty Happy
citzen3674,Rarely,C,retired,51,no,no,9,south atlantic,0,0,0,,2-3x a month,1,8,0,Pretty Happy
citzen3676,Occassional,F,working fulltime,48,,,12,pacific,0,0,0,$25000 or more,nrly every week,3,,0,Very Happy
citzen3677,Multiple times in a week,C,keeping house,29,,,8,middle atlantic,0,1,0,lt $1000,once a year,1,4,1,Not Happy
citzen3679,Once a week,B,working fulltime,47,,no,13,south atlantic,0,0,0,$25000 or more,lt once a year,1,,1,Pretty Happy
citzen3682,,A,working parttime,23,no,no,13,e. nor. central,0,0,1,,once a year,1,2,1,Pretty Happy
citzen3683,2 - 3 times a month,B,working fulltime,46,no,no,14,foreign,0,0,0,$25000 or more,nrly every week,1,,1,Pretty Happy
citzen3686,Once a month,B,working fulltime,42,,,12,middle atlantic,0,0,0,$25000 or more,sevrl times a yr,1,2,1,Pretty Happy
citzen3687,Rarely,A,keeping house,31,no,no,16,mountain,3,0,0,$25000 or more,every week,1,2,1,Very Happy
citzen3691,Once a month,C,other,54,no,no,16,e. nor. central,0,0,0,$25000 or more,once a month,3,1,1,Pretty Happy
citzen3692,2 - 3 times a month,G,working fulltime,74,,,16,e. sou. central,0,0,0,$25000 or more,every week,2,0,0,Pretty Happy
citzen3693,Never,G,working parttime,46,no,no,19,pacific,0,0,1,$25000 or more,once a year,2,2,1,Pretty Happy
citzen3696,Multiple times in a week,B,working fulltime,53,no,no,14,w. nor. central,1,0,0,$25000 or more,sevrl times a yr,2,1,1,Not Happy
citzen3697,2 - 3 times a month,G,working fulltime,29,,no,14,south atlantic,2,1,0,$10000 - 14999,2-3x a month,2,3,1,Pretty Happy
citzen3699,Rarely,C,retired,38,no,,3,foreign,0,0,0,$10000 - 14999,every week,1,,0,Pretty Happy
citzen370,2 - 3 times a month,E,retired,60,no,no,12,middle atlantic,2,2,0,$25000 or more,once a year,1,2,1,Pretty Happy
citzen3702,Once a week,A,working fulltime,46,,no,17,south atlantic,0,0,0,$25000 or more,lt once a year,1,,1,Pretty Happy
citzen3706,Once a week,B,working fulltime,51,no,no,13,e. nor. central,0,1,3,$25000 or more,more thn once wk,3,1,1,Very Happy
citzen3709,Once a month,C,working fulltime,75,yes,no,18,foreign,2,0,0,$25000 or more,2-3x a month,1,2,0,Pretty Happy
citzen3713,Rarely,F,working fulltime,51,no,no,12,e. nor. central,0,0,0,$25000 or more,nrly every week,3,2,0,Pretty Happy
citzen3716,Once a month,G,working fulltime,34,,,16,middle atlantic,0,0,0,,2-3x a month,2,5,1,Pretty Happy
citzen3717,Occassional,D,school,23,,,11,pacific,0,0,0,,more thn once wk,1,1,1,Pretty Happy
citzen372,Occassional,B,working fulltime,56,no,no,18,w. nor. central,0,0,0,$25000 or more,lt once a year,3,,1,Very Happy
citzen3720,Multiple times in a week,C,retired,60,no,,14,new england,0,0,0,$7000 to 7999,more thn once wk,3,,1,Not Happy
citzen3725,Once a week,F,working fulltime,40,,no,12,pacific,2,0,0,$10000 - 14999,never,2,2,1,Very Happy
citzen3726,Never,A,working fulltime,33,no,no,13,pacific,0,0,1,$25000 or more,once a year,2,3,1,Very Happy
citzen3727,Never,G,working fulltime,35,no,no,12,e. nor. central,0,0,2,$25000 or more,once a month,2,2,1,Pretty Happy
citzen3728,Once a month,G,other,29,,,16,new england,0,0,0,$25000 or more,never,2,2,0,Pretty Happy
citzen3729,,E,working fulltime,51,no,no,16,new england,0,2,1,$25000 or more,once a year,1,,0,Very Happy
citzen3730,2 - 3 times a month,G,working fulltime,33,no,no,14,foreign,0,0,3,$25000 or more,every week,1,,0,Pretty Happy
citzen3734,Once a month,D,retired,35,no,no,12,e. nor. central,0,0,0,$25000 or more,nrly every week,1,,1,Pretty Happy
citzen3736,Once a month,G,temp not working,74,no,no,20,new england,2,0,0,$25000 or more,lt once a year,2,0,0,Pretty Happy
citzen3739,Once a month,G,working fulltime,45,yes,no,12,e. nor. central,0,0,0,$25000 or more,once a year,1,3,0,Very Happy
citzen374,Rarely,C,keeping house,46,no,no,17,foreign,0,0,0,$25000 or more,every week,2,5,1,Very Happy
citzen3740,Occassional,G,working fulltime,61,yes,no,14,e. sou. central,0,0,0,$25000 or more,more thn once wk,3,1,1,Very Happy
citzen3745,Once a month,C,retired,46,no,,9,south atlantic,0,0,0,$10000 - 14999,more thn once wk,2,1,0,Pretty Happy
citzen3748,Rarely,C,keeping house,23,,,9,south atlantic,0,0,0,,never,1,,1,Pretty Happy
citzen3749,Occassional,F,working fulltime,63,no,no,16,pacific,0,0,0,$25000 or more,every week,2,1,0,Very Happy
citzen3750,Never,D,working fulltime,51,,no,11,south atlantic,0,0,0,$6000 to 6999,every week,2,1,0,Pretty Happy
citzen3751,,G,working fulltime,51,yes,no,14,south atlantic,0,0,0,$25000 or more,more thn once wk,1,,1,Not Happy
citzen3752,Once a week,G,working parttime,46,,,12,middle atlantic,0,0,0,$25000 or more,lt once a year,1,6,1,Very Happy
citzen3753,Once a month,G,"unempl, laid off",36,,,14,pacific,0,0,0,$10000 - 14999,sevrl times a yr,1,1,0,Pretty Happy
citzen3754,2 - 3 times a month,G,working parttime,55,no,no,14,w. nor. central,0,0,0,$25000 or more,2-3x a month,3,,1,Pretty Happy
citzen3755,Rarely,G,working fulltime,55,no,no,19,e. sou. central,0,1,0,,2-3x a month,1,1,1,Very Happy
citzen3757,Occassional,D,working fulltime,53,,,16,e. nor. central,0,0,0,$25000 or more,never,2,3,1,Pretty Happy
citzen3758,Once a week,B,working fulltime,34,yes,no,14,new england,0,0,0,$25000 or more,sevrl times a yr,3,,0,Not Happy
citzen3759,Never,B,working fulltime,66,yes,no,17,e. nor. central,0,0,0,$25000 or more,every week,3,,0,Pretty Happy
citzen376,Once a week,B,working fulltime,36,,,12,middle atlantic,0,0,0,$15000 - 19999,sevrl times a yr,3,4,0,Pretty Happy
citzen3760,,E,working fulltime,56,,no,11,e. nor. central,0,0,0,$20000 - 24999,once a month,1,3,1,Not Happy
citzen3762,2 - 3 times a month,D,working fulltime,46,yes,no,12,e. nor. central,0,0,0,,every week,3,,1,Very Happy
citzen3764,Multiple times in a week,F,retired,53,no,no,12,pacific,0,0,1,$25000 or more,every week,2,3,0,Very Happy
citzen3765,Occassional,A,school,,,,16,new england,0,0,0,$10000 - 14999,every week,1,,1,Pretty Happy
citzen3766,Once a month,A,working fulltime,30,,no,12,e. nor. central,0,0,0,$25000 or more,once a month,3,,0,Pretty Happy
citzen3769,Occassional,C,working fulltime,51,yes,no,12,south atlantic,0,0,0,$25000 or more,once a year,3,2,1,Pretty Happy
citzen3770,Once a month,A,working fulltime,49,no,no,13,pacific,0,0,0,$25000 or more,once a year,2,1,1,Pretty Happy
citzen3772,Occassional,D,working fulltime,51,no,no,16,foreign,1,1,0,$25000 or more,once a month,2,1,1,Pretty Happy
citzen3773,Rarely,D,keeping house,29,,,13,south atlantic,0,0,0,$10000 - 14999,once a year,2,5,0,Pretty Happy
citzen3778,Once a month,B,retired,51,yes,,20,middle atlantic,0,0,0,$25000 or more,lt once a year,2,4,0,Very Happy
citzen3779,Occassional,E,working fulltime,47,yes,no,16,south atlantic,0,0,0,$25000 or more,lt once a year,2,1,0,Pretty Happy
citzen378,2 - 3 times a month,B,working fulltime,39,no,,13,e. sou. central,0,2,0,,every week,2,2,1,Pretty Happy
citzen3781,Multiple times in a week,C,other,64,,no,17,e. nor. central,0,0,0,$15000 - 19999,2-3x a month,1,5,1,Not Happy
citzen3782,2 - 3 times a month,A,working fulltime,36,,no,16,e. nor. central,0,0,0,$20000 - 24999,once a year,3,,0,Pretty Happy
citzen3783,2 - 3 times a month,D,working fulltime,34,,no,12,south atlantic,0,0,0,$10000 - 14999,every week,2,3,1,Pretty Happy
citzen3784,Occassional,C,retired,51,,no,14,e. sou. central,0,0,0,$10000 - 14999,once a year,1,3,1,Pretty Happy
citzen3786,Rarely,D,working fulltime,47,,,14,w. sou. central,0,0,0,$25000 or more,once a year,2,1,0,Very Happy
citzen3787,Occassional,G,working fulltime,42,,,14,middle atlantic,0,0,0,$25000 or more,never,1,3,1,Pretty Happy
citzen379,Once a week,,retired,,no,,10,south atlantic,0,0,0,$10000 - 14999,every week,2,4,1,Not Happy
citzen3792,2 - 3 times a month,C,working fulltime,61,,,18,foreign,1,0,0,$25000 or more,every week,2,3,1,Not Happy
citzen3793,Never,E,retired,,no,,0,w. sou. central,0,0,0,$10000 - 14999,once a year,1,6,1,Pretty Happy
citzen3797,Never,B,working fulltime,47,,no,13,south atlantic,0,0,0,$25000 or more,once a month,2,2,0,Pretty Happy
citzen3799,Once a week,D,retired,64,no,no,16,middle atlantic,0,0,0,$25000 or more,every week,1,4,1,Pretty Happy
citzen38,Multiple times in a week,C,keeping house,31,no,,14,e. sou. central,1,0,0,$25000 or more,more thn once wk,2,4,1,Very Happy
citzen380,Once a month,B,school,29,,,15,foreign,0,0,0,$3000 to 3999,lt once a year,2,4,0,Pretty Happy
citzen3800,Once a month,C,working fulltime,44,,,16,south atlantic,0,0,0,$25000 or more,sevrl times a yr,3,2,1,Pretty Happy
citzen3802,Never,A,retired,,yes,,10,e. nor. central,0,0,0,$4000 to 4999,lt once a year,2,1,1,Pretty Happy
citzen3803,Occassional,F,working fulltime,60,yes,no,18,w. nor. central,0,0,0,$25000 or more,every week,3,,0,Very Happy
citzen3806,Once a month,D,working fulltime,60,yes,no,14,e. nor. central,0,0,0,$25000 or more,once a year,1,2,0,Very Happy
citzen3809,2 - 3 times a month,C,working fulltime,30,yes,no,12,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,3,4,1,Pretty Happy
citzen3812,Occassional,B,working fulltime,39,no,,20,foreign,0,1,0,$25000 or more,once a year,2,1,1,Pretty Happy
citzen3818,Once a month,G,working parttime,48,,,15,w. nor. central,0,0,0,$5000 to 5999,sevrl times a yr,2,2,0,Pretty Happy
citzen382,Once a month,C,working fulltime,22,no,no,12,middle atlantic,0,0,0,$25000 or more,every week,1,4,0,Very Happy
citzen3820,Once a month,G,working fulltime,36,yes,no,16,foreign,2,0,0,$25000 or more,never,1,,0,Pretty Happy
citzen3824,Once a month,D,retired,47,yes,,12,e. nor. central,0,0,0,$25000 or more,never,2,3,1,Very Happy
citzen3825,Never,C,retired,35,no,no,12,e. nor. central,0,0,0,,nrly every week,2,3,1,Very Happy
citzen3826,Rarely,B,working fulltime,66,no,no,12,foreign,0,0,1,$25000 or more,2-3x a month,1,3,1,Pretty Happy
citzen3829,2 - 3 times a month,B,keeping house,,no,no,9,e. sou. central,0,1,0,$10000 - 14999,2-3x a month,2,6,1,Pretty Happy
citzen3830,2 - 3 times a month,A,retired,32,yes,,12,e. nor. central,0,0,0,$8000 to 9999,every week,1,,1,Pretty Happy
citzen3831,Never,,keeping house,51,no,no,12,middle atlantic,,,,$25000 or more,once a year,1,2,1,Very Happy
citzen3833,Never,D,temp not working,60,,no,11,w. nor. central,1,0,0,$25000 or more,once a year,2,4,1,Pretty Happy
citzen3834,,C,working parttime,43,no,no,13,middle atlantic,0,0,1,$25000 or more,sevrl times a yr,2,2,1,Very Happy
citzen3839,Occassional,D,working fulltime,24,no,,12,mountain,0,0,0,$25000 or more,once a year,3,1,0,Pretty Happy
citzen3840,Once a month,A,working fulltime,28,,,11,w. sou. central,0,0,0,$15000 - 19999,never,2,3,0,Very Happy
citzen3842,Never,E,retired,27,,no,14,e. sou. central,0,0,0,$15000 - 19999,never,3,5,0,Pretty Happy
citzen3843,Rarely,C,working fulltime,32,,no,12,foreign,0,0,0,,never,2,0,0,Pretty Happy
citzen3845,Once a week,E,working fulltime,49,no,no,14,south atlantic,0,0,0,$25000 or more,2-3x a month,3,1,1,Very Happy
citzen3846,Occassional,A,working parttime,28,,,12,pacific,0,1,0,$5000 to 5999,never,1,1,1,Pretty Happy
citzen3849,Occassional,E,working fulltime,66,yes,no,16,e. nor. central,0,0,1,$25000 or more,2-3x a month,1,,0,Pretty Happy
citzen385,Multiple times in a week,D,working fulltime,36,no,no,9,foreign,0,4,0,$25000 or more,every week,2,1,0,Not Happy
citzen3851,,C,"unempl, laid off",35,,,10,middle atlantic,0,0,0,$15000 - 19999,never,1,6,1,Not Happy
citzen3852,Occassional,,retired,47,,no,12,new england,0,0,0,$25000 or more,once a year,1,5,1,Very Happy
citzen3854,Occassional,C,working fulltime,48,no,no,16,middle atlantic,0,2,0,$25000 or more,sevrl times a yr,2,1,0,Pretty Happy
citzen3855,Once a month,G,working fulltime,55,,no,14,south atlantic,0,0,0,$10000 - 14999,2-3x a month,1,,1,Very Happy
citzen3858,Never,G,working fulltime,69,yes,,16,e. nor. central,0,0,0,$25000 or more,every week,2,3,1,Pretty Happy
citzen3859,Once a week,C,retired,63,no,no,12,south atlantic,0,0,0,$25000 or more,nrly every week,3,2,0,Very Happy
citzen3860,Once a week,G,working fulltime,66,yes,no,16,e. nor. central,0,3,0,$25000 or more,every week,1,2,1,Very Happy
citzen3864,,B,working fulltime,27,,,16,w. nor. central,0,0,0,$7000 to 7999,,2,3,0,Not Happy
citzen3865,Once a week,G,working fulltime,74,no,no,16,middle atlantic,0,0,0,$25000 or more,once a year,2,,0,Pretty Happy
citzen3866,Once a week,E,working fulltime,45,no,no,13,middle atlantic,0,0,0,$25000 or more,sevrl times a yr,2,2,1,Very Happy
citzen3872,Once a month,G,working fulltime,28,no,no,11,south atlantic,0,0,0,$25000 or more,once a year,2,4,0,Pretty Happy
citzen3873,Occassional,C,working fulltime,30,yes,no,14,w. sou. central,0,0,0,$25000 or more,2-3x a month,3,4,0,Very Happy
citzen3876,Rarely,B,working fulltime,31,no,no,14,foreign,1,1,0,$25000 or more,2-3x a month,1,2,1,Very Happy
citzen3877,,F,working fulltime,66,,,17,w. nor. central,0,0,0,$25000 or more,lt once a year,1,,0,Not Happy
citzen3880,Occassional,B,working fulltime,31,,no,12,south atlantic,2,2,1,$25000 or more,once a month,1,,1,Pretty Happy
citzen3886,Rarely,A,working fulltime,33,yes,,13,e. sou. central,2,0,0,$20000 - 24999,every week,2,2,0,Very Happy
citzen3888,Multiple times in a week,A,school,,,,9,e. nor. central,0,0,0,$25000 or more,never,2,1,0,Not Happy
citzen389,Once a week,E,working parttime,39,,,16,e. nor. central,0,0,0,$7000 to 7999,every week,2,2,1,Pretty Happy
citzen3891,2 - 3 times a month,A,working fulltime,45,yes,no,16,mountain,0,0,0,$25000 or more,once a year,2,1,1,Pretty Happy
citzen3893,Occassional,C,working fulltime,66,no,no,14,middle atlantic,1,2,0,$25000 or more,once a month,3,1,0,Pretty Happy
citzen3894,2 - 3 times a month,D,retired,40,no,no,8,south atlantic,0,0,0,$5000 to 5999,more thn once wk,3,3,0,Very Happy
citzen3897,2 - 3 times a month,A,working fulltime,33,,,15,new england,0,0,0,$20000 - 24999,once a year,2,4,0,Pretty Happy
citzen3898,Once a week,G,keeping house,66,yes,no,2,south atlantic,0,0,0,$25000 or more,once a year,1,2,1,Pretty Happy
citzen3899,,G,retired,43,,no,12,middle atlantic,0,0,0,$10000 - 14999,every week,2,8,1,Pretty Happy
citzen39,Once a month,B,working parttime,29,,,13,e. nor. central,1,0,0,$10000 - 14999,once a year,2,10,1,Pretty Happy
citzen390,Once a month,,working parttime,51,,,13,w. nor. central,0,0,0,$10000 - 14999,sevrl times a yr,2,5,1,Pretty Happy
citzen3900,Occassional,G,working fulltime,47,no,no,14,e. nor. central,1,0,0,$25000 or more,2-3x a month,1,2,0,Pretty Happy
citzen3901,Once a week,G,working parttime,22,,,14,south atlantic,1,0,0,$8000 to 9999,once a year,2,3,1,Pretty Happy
citzen3902,Once a month,G,working parttime,29,,,15,e. sou. central,0,0,0,$8000 to 9999,once a year,2,3,1,Pretty Happy
citzen3903,Occassional,,working fulltime,30,no,no,12,pacific,1,3,0,$15000 - 19999,once a year,1,2,1,Very Happy
citzen3904,Once a month,A,working parttime,46,no,no,14,e. nor. central,0,1,2,$25000 or more,more thn once wk,1,1,1,Pretty Happy
citzen3905,Never,D,working fulltime,57,,,13,e. sou. central,1,0,0,$25000 or more,every week,1,,0,Pretty Happy
citzen3906,Never,B,retired,64,no,,14,e. sou. central,0,0,0,,every week,2,1,1,Pretty Happy
citzen3911,Occassional,B,working parttime,28,yes,,12,pacific,0,0,0,$15000 - 19999,2-3x a month,2,1,1,Pretty Happy
citzen3913,2 - 3 times a month,B,keeping house,,,,8,e. nor. central,2,1,0,,never,2,12,1,Not Happy
citzen3914,Never,E,working fulltime,34,,,15,e. nor. central,0,0,0,$20000 - 24999,never,1,2,1,Very Happy
citzen3915,Multiple times in a week,A,school,57,,no,16,e. sou. central,0,0,0,$25000 or more,2-3x a month,1,,1,Not Happy
citzen3917,2 - 3 times a month,A,working fulltime,42,yes,,8,e. sou. central,0,0,0,,nrly every week,2,3,1,Pretty Happy
citzen3919,Once a month,C,working fulltime,23,no,,13,foreign,1,0,0,$15000 - 19999,never,2,6,0,Pretty Happy
citzen392,Once a month,C,retired,32,yes,no,15,e. nor. central,0,0,0,$25000 or more,once a year,3,4,0,Very Happy
citzen3920,Once a week,E,retired,46,no,no,12,w. sou. central,0,0,0,,2-3x a month,2,2,1,Pretty Happy
citzen3923,Once a week,D,working parttime,30,yes,,,e. nor. central,0,1,0,$25000 or more,sevrl times a yr,2,4,0,Pretty Happy
citzen3927,Occassional,C,working fulltime,51,no,no,16,pacific,,,0,$25000 or more,every week,2,1,0,Pretty Happy
citzen393,Multiple times in a week,E,working parttime,22,,,11,south atlantic,0,0,0,$15000 - 19999,more thn once wk,1,5,1,Not Happy
citzen3932,Multiple times in a week,F,keeping house,46,yes,no,15,pacific,0,0,0,$25000 or more,never,3,,1,Not Happy
citzen3933,Rarely,E,school,22,,,13,e. nor. central,0,0,0,$15000 - 19999,2-3x a month,1,6,1,Pretty Happy
citzen3938,Once a month,G,other,30,,,12,middle atlantic,0,0,0,$25000 or more,never,3,1,0,Not Happy
citzen394,Never,F,working fulltime,51,,no,16,new england,0,0,0,$25000 or more,sevrl times a yr,1,,1,Pretty Happy
citzen3940,,G,working fulltime,44,yes,no,16,w. sou. central,0,0,1,$25000 or more,2-3x a month,2,2,0,Pretty Happy
citzen3941,Rarely,B,working fulltime,45,yes,no,13,south atlantic,0,0,0,$25000 or more,every week,2,,0,Very Happy
citzen3945,Never,C,working fulltime,32,,,16,w. nor. central,0,0,0,$25000 or more,2-3x a month,1,20,1,Pretty Happy
citzen3946,Once a week,C,working parttime,47,no,no,12,e. nor. central,0,0,0,,sevrl times a yr,3,,1,Pretty Happy
citzen3947,Once a month,D,working fulltime,47,no,,15,w. nor. central,0,0,1,$25000 or more,nrly every week,3,4,1,Pretty Happy
citzen3948,Never,A,working fulltime,22,no,no,12,middle atlantic,1,1,0,$25000 or more,2-3x a month,1,4,0,Pretty Happy
citzen3949,Once a week,C,temp not working,49,,,15,south atlantic,0,0,0,$20000 - 24999,once a month,1,2,1,Pretty Happy
citzen3953,Occassional,G,working parttime,30,no,no,16,w. nor. central,2,0,0,$25000 or more,once a month,1,1,1,Pretty Happy
citzen3954,Once a month,F,working fulltime,32,,,14,foreign,0,0,0,$25000 or more,2-3x a month,1,3,1,Pretty Happy
citzen3955,Never,B,working fulltime,65,,no,18,south atlantic,0,0,0,$25000 or more,2-3x a month,1,1,1,Pretty Happy
citzen3957,Occassional,C,working parttime,29,,no,13,pacific,0,0,0,$20000 - 24999,never,2,1,1,Pretty Happy
citzen3958,Rarely,G,working parttime,28,no,no,12,pacific,0,1,0,$25000 or more,once a year,3,3,1,Pretty Happy
citzen3959,Never,D,working fulltime,29,,,12,pacific,2,1,0,,2-3x a month,1,0,1,Pretty Happy
citzen396,Once a month,B,keeping house,,,no,12,e. nor. central,0,0,0,,once a year,1,,1,Not Happy
citzen3960,2 - 3 times a month,C,"unempl, laid off",33,,,12,w. sou. central,0,0,0,$25000 or more,once a year,2,3,0,Pretty Happy
citzen3966,Once a week,D,keeping house,23,no,,12,w. sou. central,0,0,0,,more thn once wk,2,5,1,Very Happy
citzen3967,Occassional,B,working fulltime,36,no,no,18,middle atlantic,0,0,0,$25000 or more,never,2,1,0,Pretty Happy
citzen3969,Never,A,working parttime,38,no,no,12,middle atlantic,0,0,0,,every week,3,6,1,Pretty Happy
citzen3971,Never,B,working fulltime,,,no,14,e. nor. central,0,0,0,,sevrl times a yr,1,,1,Pretty Happy
citzen3972,2 - 3 times a month,E,working parttime,23,,,14,pacific,0,0,0,$10000 - 14999,never,1,7,1,Pretty Happy
citzen3973,Rarely,D,retired,34,no,no,16,pacific,0,0,0,$25000 or more,never,2,5,0,Pretty Happy
citzen3974,2 - 3 times a month,C,keeping house,,no,no,10,foreign,0,0,0,,once a year,2,2,1,Pretty Happy
citzen3975,Once a month,D,working fulltime,28,,no,0,foreign,0,0,0,$10000 - 14999,lt once a year,1,3,1,Very Happy
citzen3976,Occassional,,retired,31,no,no,16,w. nor. central,0,0,0,$25000 or more,never,3,,1,Very Happy
citzen3977,Occassional,E,retired,29,,yes,13,pacific,0,1,0,$8000 to 9999,2-3x a month,1,,1,Pretty Happy
citzen3978,Never,A,working fulltime,42,,no,13,e. nor. central,0,1,0,$20000 - 24999,sevrl times a yr,2,3,0,Very Happy
citzen398,Once a month,A,working parttime,45,no,no,16,mountain,0,0,0,$25000 or more,once a year,2,1,0,Pretty Happy
citzen3980,2 - 3 times a month,E,working fulltime,86,no,no,19,foreign,0,0,0,$25000 or more,sevrl times a yr,2,1,0,Pretty Happy
citzen3981,Occassional,A,working fulltime,73,,,18,middle atlantic,0,0,0,$25000 or more,lt once a year,1,2,0,Pretty Happy
citzen3982,Never,B,working fulltime,61,,no,14,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,3,,1,Very Happy
citzen3983,Once a month,G,working fulltime,23,,no,12,w. nor. central,0,0,0,$25000 or more,nrly every week,1,,1,Pretty Happy
citzen3988,2 - 3 times a month,A,retired,54,no,no,16,e. nor. central,0,0,0,$25000 or more,more thn once wk,3,,0,Very Happy
citzen3989,Once a week,E,retired,44,yes,no,20,middle atlantic,0,0,0,$25000 or more,lt once a year,2,6,1,Pretty Happy
citzen3993,2 - 3 times a month,,working fulltime,30,no,no,11,mountain,0,0,0,$25000 or more,never,3,,0,Pretty Happy
citzen3994,Once a month,B,retired,47,no,,8,e. nor. central,0,0,0,$20000 - 24999,more thn once wk,2,3,0,Pretty Happy
citzen40,Once a month,D,working fulltime,66,,,20,middle atlantic,0,0,0,$25000 or more,,1,,1,Pretty Happy
citzen400,2 - 3 times a month,D,working fulltime,51,yes,no,,new england,0,1,1,$25000 or more,once a year,1,4,0,Very Happy
citzen4000,Rarely,C,working fulltime,42,no,no,15,foreign,0,2,0,,lt once a year,2,2,1,Pretty Happy
citzen4005,Occassional,D,"unempl, laid off",22,,,8,pacific,0,0,0,$20000 - 24999,never,3,,0,Pretty Happy
citzen4006,Multiple times in a week,B,other,52,,no,12,e. nor. central,0,0,0,$3000 to 3999,every week,2,2,1,Not Happy
citzen401,Once a week,G,working fulltime,,,,12,pacific,0,0,0,$25000 or more,once a year,3,2,0,Very Happy
citzen4011,Once a week,G,retired,57,,,19,south atlantic,0,0,0,$25000 or more,more thn once wk,2,2,1,Pretty Happy
citzen4012,Once a month,E,working fulltime,47,,,16,pacific,0,0,0,lt $1000,sevrl times a yr,2,2,0,Pretty Happy
citzen4014,Multiple times in a week,A,retired,30,yes,no,8,e. nor. central,0,0,0,$5000 to 5999,never,1,,0,Very Happy
citzen4016,Once a month,E,working fulltime,29,,,12,new england,1,0,1,,never,1,5,1,Pretty Happy
citzen4017,Once a month,G,retired,30,,yes,11,south atlantic,0,0,0,$7000 to 7999,never,2,1,0,Very Happy
citzen4023,Once a week,A,"unempl, laid off",29,,no,9,new england,0,0,2,$8000 to 9999,once a year,2,2,1,Pretty Happy
citzen4024,,,working fulltime,57,,,14,w. sou. central,0,0,0,$15000 - 19999,every week,1,6,0,Not Happy
citzen4026,Once a week,G,working fulltime,29,yes,no,12,e. nor. central,0,2,0,$25000 or more,2-3x a month,1,,1,Pretty Happy
citzen4027,Once a month,D,keeping house,32,yes,no,12,south atlantic,0,0,0,$20000 - 24999,sevrl times a yr,2,4,1,Pretty Happy
citzen4028,Occassional,B,working fulltime,31,,,14,pacific,0,0,0,$25000 or more,once a year,1,,0,Pretty Happy
citzen4030,Multiple times in a week,A,working fulltime,42,,,12,middle atlantic,0,0,0,$25000 or more,lt once a year,2,2,0,Pretty Happy
citzen4038,Multiple times in a week,A,retired,,no,,16,w. sou. central,0,0,0,,once a year,2,2,1,Not Happy
citzen4039,Once a week,F,working fulltime,38,,,16,foreign,0,0,0,$15000 - 19999,once a month,2,2,0,Not Happy
citzen404,2 - 3 times a month,E,other,47,no,,15,middle atlantic,0,0,0,$10000 - 14999,every week,3,,0,Pretty Happy
citzen4042,Once a week,G,working fulltime,64,yes,no,13,new england,0,0,0,$25000 or more,once a year,3,,1,Not Happy
citzen4043,2 - 3 times a month,C,retired,73,no,no,16,e. nor. central,0,0,0,$25000 or more,lt once a year,2,2,0,Pretty Happy
citzen4044,Occassional,C,working fulltime,58,,no,16,e. sou. central,0,0,1,$25000 or more,never,1,3,1,Very Happy
citzen4045,,A,working fulltime,31,yes,no,15,w. sou. central,0,0,0,$25000 or more,nrly every week,1,2,1,Not Happy
citzen4047,Once a week,G,working fulltime,42,yes,,13,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,1,,1,Pretty Happy
citzen4049,2 - 3 times a month,A,working fulltime,31,yes,no,12,e. sou. central,1,0,0,$25000 or more,every week,2,2,0,Pretty Happy
citzen4050,Multiple times in a week,E,working fulltime,30,,no,12,e. nor. central,0,0,0,$10000 - 14999,never,3,2,0,Not Happy
citzen4054,Rarely,C,keeping house,22,,no,12,e. sou. central,0,1,2,$10000 - 14999,once a month,1,6,1,Pretty Happy
citzen4056,Occassional,G,working fulltime,36,no,no,13,middle atlantic,0,0,1,$25000 or more,once a year,2,1,1,Pretty Happy
